,Material=Steel,Material=Aluminum,Material=Titanium,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,valid
1127,0,0,1,0.405,0.045,0.5656,0.15,74.0,0.04,0.032,0.05,0.042,0.021,0.0125,0.0318,0.015,0.0491,0.047,0.0371,73.0,0.13,0.547,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000972,0.001753,0.003415,0.004529,0.00054867,0.003425,0.001629,0.625965,1.0
1128,0,0,1,0.42,0.07,0.5656,0.14,75.0,0.04,0.035,0.045,0.0365,0.035,0.019,0.0318,0.015,0.0572,0.0478,0.0287,73.0,0.0985,0.52,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000633,0.005945,0.005723,0.002241,0.00067238,0.00079672,0.007491,0.653875,1.0
1129,0,0,1,0.415,0.08,0.5656,0.045,72.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0498,0.0472,0.0368,72.5,0.135,0.5582,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001595,0.000945,0.000644,0.007133,0.002693,0.008089,0.00057454,0.653018,1.0
1130,0,0,1,0.41,0.08,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0498,0.0473,0.037,72.5,0.1427,0.5683,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.00618,0.00444,0.006144,0.004225,0.001868,0.00074107,0.001427,0.653396,1.0
1131,0,0,1,0.42,0.07,0.5656,0.14,75.0,0.04,0.035,0.045,0.0365,0.035,0.019,0.0318,0.015,0.0572,0.0478,0.0287,73.0,0.0985,0.52,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.00421,0.001555,0.002314,0.0009864,0.001078,0.003884,0.006239,0.653875,1.0
1132,1,0,0,0.44,0.078,0.5656,0.03,73.0,0.04,0.0273,0.036,0.031,0.01775,0.0105,0.0286,0.015,0.046,0.0256,0.04,74.0,0.1753,0.63,0.068,0.13,0.014,0.0,0.33,0.3,0.006,0.002956,0.000798,0.00392,0.003638,0.005759,0.003952,0.002866,0.70228,1.0
1133,0,0,1,0.49135,0.07,0.5656,0.145,64.6,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0346,0.0706,0.0378,50.0,0.145,0.443,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000578,0.00154,0.001963,0.004559,0.001992,0.001419,0.006271,0.888015,1.0
1134,1,0,0,0.425,0.07,0.5656,0.025,73.5,0.04,0.0254,0.0286,0.0286,0.02335,0.013,0.0286,0.015,0.0397,0.0103,0.0433,72.5,0.2169,0.5653,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001689,0.006262,0.000798,0.00079847,0.002456,0.002961,0.006262,0.678427,1.0
1135,1,0,0,0.44498,0.055,0.5656,0.045,74.0,0.04,0.0254,0.04,0.0365,0.0195,0.013,0.0286,0.015,0.0466,0.0374,0.0303,74.0,0.1807,0.6074,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000966,0.00063,0.000528,0.00070049,0.002679,0.00071812,0.006831,0.658445,1.0
1136,0,0,1,0.405,0.07,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.047,0.0375,73.0,0.15,0.587,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.009086,0.003579,0.004167,0.004076,0.00132,0.002942,0.00051147,0.653575,1.0
1137,0,1,0,0.37173,3.637978807091713e-15,0.5656,0.037,71.44000000000001,0.045,0.039,0.05,0.0345,0.018,0.015,0.0268,0.015,0.0261999999999999,0.1279,0.0018,70.94000000000001,0.11,0.31,0.17,0.135,0.0,0.0,0.33,0.3,0.009,0.0037092655102249,0.0022957248545379,0.0050283300972442,0.0040971907440426,0.0011309668011784,0.0012863332309842,0.0075293571968965,0.6502336067035641,0.0
1138,0,1,0,0.445,0.005,0.5656,0.045,71.5,0.04,0.0616,0.055,0.0614999999999999,0.02835,0.018,0.0418,0.015,0.0729,0.0577,0.0448,74.0,0.145,0.3337,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.003518991788875,0.000630002736165,0.0012565772493963,0.0018166734437981,0.0005907321660368,0.0013245210366373,0.0008294169827458,0.710825026619116,0.0
1139,0,0,1,0.44,0.0,0.5656,0.045,78.0,0.04,0.0426,0.045,0.053,0.03635,0.0165,0.038,0.015,0.0412,0.07,0.015,66.0,0.1,0.35,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.00061,0.002523,0.001115,0.002145,0.003292,0.001512,0.002186,0.549142,1.0
1140,0,1,0,0.38355,0.021341412397438,0.5656,0.045,69.94,0.045,0.039,0.05,0.0345,0.018,0.035,0.0268,0.015,0.0624,0.0357,0.0236,70.44,0.11,0.31,0.17,0.135,0.0,0.0,0.33,0.3,0.012,0.0041880823367384,0.0047773755323037,0.0006867889203051,0.0026225831973552,0.0066685377027143,0.0005579755202291,0.0005387269483844,0.6811822198553495,0.0
1141,1,0,0,0.44498,0.055,0.5656,0.045,74.0,0.04,0.0254,0.04,0.0365,0.0195,0.013,0.0286,0.015,0.0466,0.0374,0.0303,74.0,0.1807,0.6074,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000737,0.000621,0.001598,0.00053129,0.00074705,0.004247,0.001405,0.658445,1.0
1142,1,0,0,0.412,0.07,0.5656,0.045,74.0,0.04,0.0286,0.035,0.0365,0.02335,0.013,0.0286,0.015,0.0424,0.0324,0.037,73.0,0.1316,0.5724,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001829,0.001634,0.002519,0.00852,0.001501,0.002095,0.00132,0.652584,1.0
1143,1,0,0,0.44,0.068,0.5656,0.045,73.0,0.038,0.03228,0.037,0.0429,0.02335,0.015,0.0286,0.015,0.048,0.04,0.033,72.0,0.1433,0.56,0.073,0.13,0.0,0.0,0.33,0.3,0.0123,0.00539,0.000732,0.00089,0.003221,0.009578,0.001627,0.005859,0.639639,1.0
1144,1,0,0,0.41,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0474,0.0478,0.0367,73.0,0.21,0.6278,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000501,0.009254,0.002474,0.00079963,0.008184,0.003363,0.002313,0.681825,1.0
1145,1,0,0,0.41,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0474,0.0478,0.0367,73.0,0.21,0.6278,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.006399,0.003328,0.004406,0.001052,0.002788,0.00078601,0.00255,0.681825,1.0
1146,1,0,0,0.425,0.01981,0.5656,0.045,72.55061,0.04,0.0327,0.04,0.05,0.02335,0.013,0.0318,0.015,0.043,0.0522,0.033,67.55061,0.1151,0.432,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.002605,0.007546,0.001687,0.007646,0.00918,0.001692,0.0009482,0.657299,1.0
1147,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.0474,0.0371,73.0,0.145,0.5724,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000924,0.005121,0.000728,0.001289,0.0009358,0.00072764,0.005808,0.653639,1.0
1148,1,0,0,0.395,0.048,0.5656,0.045,73.5,0.04,0.0267,0.037,0.0365,0.02335,0.013,0.028,0.015,0.0384,0.0353,0.0294,72.0,0.0845,0.4503,0.068,0.13,0.0,0.0,0.33,0.3,0.007,0.007138,0.000969,0.001422,0.002017,0.004124,0.001019,0.001193,0.577511,1.0
1149,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0599,0.0484,0.0365,73.0,0.145,0.5144,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.002353,0.004755,0.002302,0.00089857,0.003627,0.002864,0.001396,0.657115,1.0
1150,0,0,1,0.62967,0.027,0.5656,0.045,42.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0522,0.0327,0.0473,43.5,0.0888,0.5077,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001081,0.000894,0.004694,0.003304,0.009726,0.003054,0.001346,0.600809,1.0
1151,1,0,0,0.31,0.015,0.5656,0.05,69.0,0.0381,0.0286,0.0318,0.034,0.0226999999999999,0.014425,0.0286,0.005,0.055,0.567,0.013,68.0,0.14,0.567,0.068,0.13,0.0,0.0,0.33,0.3,0.03,0.0074037596626416,0.0007771475334082,0.0015867719935405,0.0006842819886681,0.0097045855902038,0.0020586965131402,0.0006131828044957,1.1733894530558453,0.0
1152,0,0,1,0.39,0.05,0.5656,0.19,75.0,0.04,0.04795,0.045,0.0365,0.0225,0.018,0.0318,0.015,0.035,0.025,0.03,72.5,0.1381,0.53,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.003108,0.001637,0.001346,0.006572,0.00254,0.005628,0.006787,0.634337,1.0
1153,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0496,0.0283,0.0327,73.0,0.16,0.585,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.003655,0.008489,0.000617,0.001433,0.00071029,0.00061723,0.005316,0.656952,1.0
1154,1,0,0,0.44,0.07,0.5656,-0.435,67.0,0.0381,0.0237,0.0318,0.034,0.02,0.015425,0.0254,0.005,0.025,0.02,0.01,67.0,0.2055,0.15,0.068,0.13,0.0,0.0,0.33,0.3,0.03,0.0010190300060515,0.0006098284906337,0.0009969145716336,0.0077841332272033,0.0014307681916445,0.0024456550472807,0.0034162847733283,0.6133940273209383,0.0
1155,1,0,0,0.33,0.0,0.5656,0.2,77.0,0.04,0.0426,0.045,0.053,0.03635,0.0165,0.038,0.015,0.0412,0.09,0.015,70.0,0.1107,0.4,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.007713,0.006732,0.000626,0.008824,0.001555,0.003988,0.00060251,0.46802,1.0
1156,1,0,0,0.405,0.08,0.5656,0.2,83.0,0.05,0.0352,0.05,0.0365,0.04,0.0265,0.05,0.015,0.0515,0.0547,0.0387,75.0,0.12,0.4,0.05,0.135,0.0,0.0,0.33,0.3,0.009,0.002495,0.003973,0.000661,0.00251,0.003144,0.001402,0.001386,0.652568,1.0
1157,0,0,1,0.39504,0.068,0.5656,0.355,78.0,0.04,0.0289,0.045,0.0365,0.0275,0.0165,0.0318,0.015,0.04,0.1,0.035,75.0,0.11,0.7,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.007844,0.001086,0.002378,0.001937,0.002392,0.00272,0.00356,0.668891,1.0
1158,0,0,1,0.39,0.07,0.5656,0.355,76.0,0.04,0.0286,0.045,0.043,0.026,0.013,0.0318,0.015,0.045,0.025,0.03,74.0,0.1026,0.605,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.003913,0.006892,0.005518,0.003712,0.002541,0.00072234,0.001727,0.637774,1.0
1159,1,0,0,0.41369,0.07,0.5656,0.045,72.5,0.04,0.0286,0.036,0.0365,0.02335,0.013,0.0318,0.015,0.0447,0.0375,0.0529,73.0,0.1533,0.5875,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.006373,0.001978,0.006836,0.00073998,0.001154,0.002944,0.003592,0.65324,1.0
1160,0,0,1,0.405,0.07,0.5656,0.045,75.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0485,0.0474,0.0365,75.0,0.1289,0.5674,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.007992,0.001555,0.000568,0.004439,0.003649,0.004289,0.0009212,0.695236,1.0
1161,0,0,1,0.405,0.07,0.5656,0.045,75.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0485,0.0474,0.0365,75.0,0.1289,0.5674,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.002998,0.001107,0.008684,0.001353,0.004142,0.004522,0.002783,0.695236,1.0
1162,0,0,1,0.415,0.07,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0475,0.0468,0.0379,73.0,0.1428,0.5868,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.004297,0.001692,0.008811,0.001928,0.002791,0.001391,0.001082,0.681605,1.0
1163,1,0,0,0.415,0.07,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0475,0.0468,0.0379,73.0,0.1428,0.5868,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000531,0.006872,0.000876,0.003292,0.005748,0.005715,0.005615,0.681605,1.0
1164,1,0,0,0.405,0.07,0.5656,0.07,78.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0468,0.0478,0.0385,73.0,0.1685,0.6478,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.002817,0.005889,0.00974,0.007844,0.00093238,0.004855,0.002834,0.71817,1.0
1165,1,0,0,0.38,0.049989781831259,0.5656,0.037,76.00194701794737,0.045,0.036,0.035,0.0345,0.018,0.015,0.029,0.015,0.037,0.0228,0.0322,73.00194701794736,0.1104,0.5528,0.17,0.12,0.0,0.0,0.33,0.3,0.009,0.0075128548450894,0.0008509227269273,0.0006425672118197,0.001329373544442,0.0008584237693038,0.0022541301047363,0.0024322765008396,0.6938297740045446,0.0
1166,1,0,0,0.42,0.068,0.5656,0.045,72.5,0.04,0.03175,0.0349,0.0365,0.0257,0.018,0.0349,0.015,0.0405,0.0402,0.0336,73.0,0.191,0.5822,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000689,0.007361,0.001291,0.001057,0.00476,0.00090882,0.002844,0.662127,1.0
1167,1,0,0,0.3756,0.03,0.5656,0.045,76.0,0.0381,0.027,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.0306,0.03,0.0231,75.0,0.1074,0.53,0.068,0.12,0.0,0.0,0.33,0.3,0.0106,0.000968,0.007804,0.002575,0.00092898,0.001566,0.004516,0.001494,0.599105,1.0
1168,1,0,0,0.38,0.049989781831259,0.5656,0.037,76.00194701794737,0.045,0.036,0.035,0.0345,0.018,0.015,0.029,0.015,0.037,0.0228,0.0322,73.00194701794736,0.1104,0.5528,0.17,0.12,0.0,0.0,0.33,0.3,0.009,0.0035630181623937,0.0014033046625394,0.000531292456009,0.0015984198689377,0.0007525364923372,0.0007932265329623,0.0006167810779195,0.6938297740045446,0.0
1169,1,0,0,0.39,0.07,0.5656,0.035,62.0,0.0381,0.0237,0.0318,0.034,0.02,0.015425,0.0254,0.005,0.025,0.005,0.01,69.0,0.1561999999999999,0.535,0.068,0.13,0.0,0.0,0.33,0.3,0.03,0.002918124915747,0.0023363777342349,0.0007165492871193,0.0015064769565199,0.0015064769565199,0.001098359436547,0.0030759094518855,0.6182471970380403,0.0
1170,1,0,0,0.41,0.068,0.5656,0.045,72.5,0.04,0.03175,0.045,0.0365,0.01735,0.013,0.0349,0.015,0.0518,0.0493,0.0331,73.0,0.1496,0.5393,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.00577,0.004158,0.004256,0.001175,0.001669,0.00063929,0.001749,0.652422,1.0
1171,1,0,0,0.41624,0.07,0.5656,0.045,74.0,0.04,0.02855,0.037,0.0365,0.02335,0.013,0.028,0.015,0.039,0.0425,0.0427,72.0,0.1526,0.5925,0.068,0.13,0.0,0.0,0.33,0.3,0.007,0.004486,0.002223,0.005043,0.008639,0.003991,0.009712,0.006448,0.647115,1.0
1172,1,0,0,0.40919,0.073,0.5656,0.015,75.0,0.04,0.0254,0.0317,0.0365,0.02335,0.013,0.0286,0.015,0.0311,0.0144,0.0485,71.5,0.0945,0.4944,0.068,0.13,0.0,0.0,0.33,0.3,0.007,0.004207,0.008101,0.001246,0.00085654,0.009322,0.009769,0.00064681,0.628251,1.0
1173,1,0,0,0.415,0.068,0.5656,0.06,72.3,0.04,0.03175,0.045,0.0365,0.0165,0.014,0.0349,0.015,0.0426,0.0485,0.0307,72.5,0.1649,0.5735,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.009536,0.002167,0.002746,0.009934,0.007557,0.003637,0.00059638,0.636717,1.0
1174,1,0,0,0.43,0.065,0.5656,0.06,71.8,0.04,0.03175,0.045,0.042,0.0165,0.054,0.0349,0.015,0.0515,0.0415,0.0387,72.0,0.1248,0.5415,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001608,0.002579,0.003297,0.002675,0.003212,0.004923,0.00077942,0.632626,1.0
1175,1,0,0,0.425,0.03,0.5656,0.064,73.0,0.035,0.04,0.045,0.04495,0.026,0.0175,0.0386,0.015,0.044,0.055,0.037,70.0,0.1453,0.51,0.1,0.135,0.0,0.0,0.33,0.3,0.0112,0.003189,0.000748,0.001063,0.006269,0.001676,0.00065562,0.003818,0.640683,1.0
1176,0,0,1,0.415,0.069,0.5656,0.07,73.5,0.04,0.03175,0.055,0.0365,0.0165,0.0115,0.0349,0.015,0.0525,0.0481,0.0342,73.5,0.1688,0.5731,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.004281,0.001328,0.001718,0.002944,0.007334,0.001565,0.001376,0.661566,1.0
1177,1,0,0,0.405,0.069,0.5656,0.12,73.0,0.04,0.03175,0.045,0.0365,0.0165,0.0115,0.0349,0.015,0.049,0.0481,0.02,72.5,0.1468,0.5881,0.06,0.13,0.0,0.0,0.33,0.3,0.009,0.001706,0.007971,0.001281,0.001281,0.00074979,0.007518,0.00095866,0.643804,1.0
1178,1,0,0,0.4,0.068,0.5656,0.055,72.5,0.04,0.03175,0.045,0.0365,0.01735,0.013,0.0349,0.015,0.041,0.0492,0.0281,73.0,0.1453,0.5392,0.068,0.13,0.0,0.018,0.33,0.3,0.009,0.000975,0.00161,0.005971,0.008799,0.006024,0.001471,0.008557,0.648553,1.0
1179,1,0,0,0.46289,0.088,0.5656,0.045,77.5,0.04,0.0386,0.045,0.0615,0.04335,0.02,0.0318,0.015,0.0743,0.0513,0.037,73.0,0.145,0.4073,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.000562,0.001484,0.009876,0.008107,0.005054,0.003375,0.001763,0.699801,1.0
1180,1,0,0,0.42,0.062,0.5656,0.06,73.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0478,0.0589,0.0343,73.0,0.1666,0.57,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.000522,0.001588,0.002626,0.002115,0.00053168,0.00090022,0.001111,0.680171,1.0
1181,1,0,0,0.405,0.068,0.5656,0.06,72.5,0.04,0.03175,0.045,0.0365,0.02385,0.013,0.0349,0.015,0.0409,0.0492,0.0281,73.0,0.1465,0.5392,0.068,0.13,0.0,0.018,0.33,0.3,0.009,0.002916,0.001071,0.000567,0.002783,0.005181,0.006212,0.00059463,0.645691,1.0
1182,0,0,1,0.7341,0.037,0.5656,0.025,50.0,0.0381,0.0229,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.044,0.31,0.03,50.0,0.1273,0.55,0.068,0.135,0.0,0.0,0.33,0.3,0.0106,0.000588,0.001134,0.008098,0.004932,0.003208,0.004045,0.008217,0.459238,1.0
1183,1,0,0,0.36,0.03,0.5656,0.025,75.0,0.0381,0.0254,0.033,0.034,0.01875,0.013,0.0286,0.014,0.0357,0.0293,0.0326,75.0,0.1495999999999999,0.5692999999999999,0.068,0.12,0.0,0.0,0.33,0.3,0.025,0.0013410922199168,0.0015320328632176,0.0011705195391719,0.0029894122501018,0.0094800951835309,0.0007525364923372,0.0086328761507604,0.6387772224510838,0.0
1184,1,0,0,0.44082,0.085,0.5656,0.025,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0477,0.04,0.0407,74.0,0.1468,0.665,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.005246,0.005482,0.001862,0.008329,0.00109,0.00054667,0.001394,0.692058,1.0
1185,1,0,0,0.47948,0.088,0.5656,0.045,77.5,0.04,0.0386,0.045,0.0615,0.04335,0.02,0.0318,0.015,0.0743,0.0513,0.037,73.0,0.145,0.4073,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.002223,0.00372,0.001565,0.00072287,0.00058557,0.00067385,0.008148,0.699801,1.0
1186,1,0,0,0.415,0.068,0.5656,0.058,72.0,0.04,0.03175,0.045,0.0365,0.02385,0.013,0.0349,0.015,0.0417,0.0491,0.0284,72.5,0.1061,0.4991,0.068,0.13,0.0,0.018,0.33,0.3,0.009,0.001066,0.00564,0.00344,0.001479,0.00070873,0.002494,0.004347,0.632028,1.0
1187,1,0,0,0.39,0.06,0.5656,0.058,70.1,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0478,0.0466,0.0385,74.0,0.15,0.515,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000711,0.009207,0.001748,0.001306,0.002504,0.002017,0.005682,0.636419,1.0
1188,0,0,1,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.007568,0.000872,0.007942,0.002832,0.00149,0.007896,0.0006883,0.653639,1.0
1189,0,0,1,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000948,0.00828,0.007388,0.00078572,0.00069691,0.001657,0.003893,0.653639,1.0
1190,0,0,1,0.39771,-0.092,0.5656,0.045,75.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0452,0.0472,0.0346,80.5,0.145,0.4472,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.006453,0.001343,0.001821,0.00071498,0.004576,0.00081439,0.00106,0.587084,1.0
1191,1,0,0,0.448,0.098,0.5656,0.045,77.5,0.04,0.0386,0.045,0.0615,0.04335,0.02,0.0318,0.015,0.0743,0.0513,0.037,73.0,0.145,0.4073,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.000787,0.000704,0.000513,0.009356,0.00093991,0.002301,0.001748,0.708879,1.0
1192,0,0,1,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.005665,0.000511,0.000531,0.004952,0.005478,0.003532,0.008347,0.653639,1.0
1193,1,0,0,0.39,0.05,0.5656,0.045,70.6,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0487,0.0484,0.035,74.5,0.1337,0.5144,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.007657,0.007781,0.001755,0.002609,0.005335,0.005624,0.006902,0.664316,1.0
1194,1,0,0,0.39,0.05,0.5656,0.045,72.6,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0487,0.0484,0.035,73.0,0.1644,0.5684,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.003498,0.001754,0.008124,0.00562,0.00242,0.007708,0.00272,0.650376,1.0
1195,1,0,0,0.415,0.07,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0462,0.0317,0.0312,73.5,0.1509,0.6017,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001983,0.00549,0.000522,0.00064116,0.004687,0.002581,0.002768,0.659435,1.0
1196,0,1,0,0.4329599999999999,0.015,0.5656,0.07,74.0,0.04,0.0265,0.045,0.0365,0.015,0.01,0.0318,0.015,0.0338,0.0650999999999999,-0.009,72.5,0.0144,0.415,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.0015844526238532,0.0095916836432325,0.001999341395201,0.0016603813696425,0.005024653821972,0.0022806630563032,0.000550275395401,0.6255583515134822,0.0
1197,1,0,0,0.39,0.045,0.5656,0.12,75.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0477,0.0464,0.0343,74.0,0.11,0.5664,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.00067,0.004952,0.001942,0.00605,0.00092627,0.001011,0.00062222,0.63492,1.0
1198,1,0,0,0.37,0.05,0.5656,0.12,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.014,0.0318,0.015,0.035,0.0205,0.03,73.0,0.08,0.5805,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.00149,0.00075,0.000547,0.001186,0.004981,0.001057,0.001864,0.600224,1.0
1199,1,0,0,0.355,-0.009,0.5656,0.045,78.0,0.04,0.0286,0.048,0.0365,0.02485,0.0165,0.0318,0.015,0.0446,0.0407,0.0204,73.5,0.115,0.278,0.068,0.11,0.0,0.0,0.33,0.3,0.009,0.000845,0.004338,0.001952,0.001013,0.0007155,0.002333,0.002333,0.601523,1.0
1200,1,0,0,0.34,0.02,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0493,0.0466,0.0377,74.5,0.1447,0.5866,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.002803,0.000768,0.00275,0.001534,0.00053912,0.00081678,0.008142,0.636956,1.0
1201,0,1,0,0.38,0.0,0.5656,0.104,71.5,0.04,0.0385,0.06,0.0455,0.031,0.0165,0.0318,0.015,0.035,0.1012,0.0226,69.0,0.1,0.33,0.073,0.13,0.0,0.0,0.33,0.3,0.009,0.0023278494381533,0.0080829227019073,0.007645893080745,0.0016873135953051,0.0014094762874037,0.0094385850200231,0.0010156816775846,0.6145192022972386,0.0
1202,0,0,1,0.41,0.01,0.5656,0.104,71.5,0.04,0.0385,0.06,0.0455,0.031,0.0165,0.0318,0.015,0.035,0.1012,0.0226,67.0,0.1,0.33,0.073,0.13,0.0,0.0,0.33,0.3,0.009,0.007453,0.000823,0.002409,0.002409,0.00073245,0.00089366,0.007696,0.624861,1.0
1203,0,0,1,0.455,0.037,0.5656,0.06,70.0,0.04,0.042,0.065,0.05,0.035,0.0175,0.0349,0.015,0.045,0.0566,0.035,67.0,0.12,0.4,0.073,0.13,0.0,0.0,0.33,0.3,0.008,0.000959,0.00341,0.003822,0.00083367,0.0008852,0.00061949,0.002886,0.667153,1.0
1204,1,0,0,0.355,-0.009,0.5656,0.037,78.0,0.04,0.0286,0.048,0.0365,0.02485,0.0165,0.0318,0.015,0.0446,0.0327,0.0204,73.5,0.115,0.27,0.068,0.11,0.0,0.0,0.33,0.3,0.009,0.003441,0.00067,0.002315,0.004042,0.004832,0.00127,0.00057686,0.601523,1.0
1205,0,0,1,0.43418,0.07,0.5656,0.037,72.0,0.04,0.0474,0.045,0.0301,0.0275,0.0175,0.0318,0.015,0.0474,0.0461,0.0556,71.5,0.1,0.5461,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.004705,0.001639,0.001799,0.001211,0.008915,0.0005535,0.008214,0.646653,1.0
1206,1,0,0,0.3302,-0.038,0.5656,0.045,71.0,0.04,0.0277,0.045,0.035,0.02335,0.013,0.0318,0.015,0.0368,0.0351,0.0235,75.0,0.1103,0.22225,0.068,0.11,0.0,0.0,0.33,0.3,0.007,0.001072,0.001911,0.002324,0.007307,0.00051372,0.00065299,0.00914,0.517521,1.0
